Brief,"      บริษัทผู้ผลิตขนมรายใหญ่จากญี่ปุ่น Calvora (คาลโวร่า) ซึ่งมีพอร์ตสินค้าในประเทศไทยหลายแบรนด์ที่ประสบความสำเร็จและเป็นที่รู้จักในวงกว้าง แต่แบรนด์กำลังเผชิญกับช่องว่างสำคัญในด้านการรับรู้ของผู้บริโภค (Consumer Perception Gap)
      แม้แต่ละแบรนด์ภายใต้บริษัทจะมีความแข็งแกร่งในตัวเอง แต่ผู้บริโภคส่วนใหญ่ยัง ไม่เชื่อมโยงว่าบริษัทที่อยู่เบื้องหลังความอร่อยและคุณภาพเหล่านี้อยู่ภายใต้บริษัทเดียวกัน ส่งผลให้ “คุณค่าของบริษัทแม่ (Corporate Value)” ไม่ถูกถ่ายทอดหรือรับรู้ในระดับรวม
บริษัทต้องการยกระดับการสื่อสารจากระดับ Product Brand ไปสู่ Corporate Brand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timestamp,คุณเคยได้ยินชื่อแบรนด์ Calvora (คาลโวร่า) หรือไม่?,เมื่อพูดถึง Calvora (คาลโวร่า) คุณนึกถึงอะไร?,จากภาพต่อไปนี้ ภาพใดทำให้คุณนึกถึงแบรนด์ Calvora (คาลโวร่า) บ้าง?,จากผลิตภัณฑ์ขนมขบเคี้ยวดังต่อไปนี้ คุณรู้จักผลิตภัณฑ์ใดบ้าง? (เลือกได้หลายข้อ),คุณเคยทานผลิตภัณฑ์ขนมขบเคี้ยวยี่ห้อใดบ้าง? (เลือกได้หลายข้อ),คุณสมบัติของขนมขบเคี้ยวที่มีผลต่อการตัดสินใจซื้อ [วัตถุดิบคุณภาพ],คุณสมบัติของขนมขบเคี้ยวที่มีผลต่อการตัดสินใจซื้อ [รสชาติอร่อย],คุณสมบัติของขนมขบเคี้ยวที่มีผลต่อการตัดสินใจซื้อ [รสชาติให้เลือกเยอะ],คุณสมบัติของขนมขบเคี้ยวที่มีผลต่อการตัดสินใจซื้อ [สัมผัสกรุบกรอบ เคี้ยวเพลิน],"คุณสมบัติของขนมขบเคี้ยวที่มีผลต่อการตัดสินใจซื้อ [เพื่อสุขภาพที่ดี (แคลอรี่น้อย, คั่วไม่ทอด)]",คุณชอบทานขนมขบเคี้ยวตอนไหน พิมพ์สั้นๆ,คุณคิดว่าขนมยี่ห้อต่อไปนี้ เป็นของ Calvora หรือไม่? [คาลโวร่า],คุณคิดว่าขนมยี่ห้อต่อไปนี้ เป็นของ Calvora หรือไม่? [เอบินาริ],คุณคิดว่าขนมยี่ห้อต่อไปนี้ เป็นของ Calvora หรือไม่? [เอบินาริ X],คุณคิดว่าขนมยี่ห้อต่อไปนี้ เป็นของ Calvora หรือไม่? [ฮานาโร],คุณคิดว่าขนมยี่ห้อต่อไปนี้ เป็นของ Calvora หรือไม่? [แบ็กซ์],คุณคิดว่าขนมยี่ห้อต่อไปนี้ เป็นของ Calvora หรือไม่? [พัฟโมริ],คุณคิดว่าขนมยี่ห้อต่อไปนี้ เป็นของ Calvora หรือไม่? [Jomona],คุณคิดว่าขนมยี่ห้อต่อไปนี้ เป็นของ Calvora หรือไม่? [บิบิป๊อป],คุณคิดว่าขนมยี่ห้อต่อไปนี้ เป็นของ Calvora หรือไม่? [สแน็คแบ๊ค],คุณคิดว่าขนมยี่ห้อต่อไปนี้ เป็นของ Calvora หรือไม่? [Veggie Snap],คุณคิดว่าขนมยี่ห้อต่อไปนี้ เป็นของ Calvora หรือไม่? [ฟรูทร่า],คุณคิดว่าผลิตภัณฑ์ของ Calvora มีจุดเด่นด้านใด? (เลือกได้หลายข้อ) อื่นๆ โปรดระบุ,"คุณรู้หรือไม่ว่า Calvora มี Tagline ว่า “Harvest the Power of Nature” ""เก็บเกี่ยวพลังของธรรมชาติ"" ?",จากข้อความ “Harvest the Power of Nature” คุณจะตีความว่าอย่างไร?,คุณรู้สึกว่า tagline “Harvest the Power of Nature” ของ Calvora สะท้อนภาพลักษณ์ของแบรนด์มาก-น้อยเพียงใด?,อะไรจะทำให้คุณรู้สึกเชื่อมั่นในวัตถุดิบจากธรรมชาติที่ Calvora ใช้ (เลือกได้หลายข้อ) อื่นๆ โปรดระบุ,"เมื่อนึกถึงแบรนด์ที่มี ""วัตถุดิบจากธรรมชาติ"" คุณนึกถึงแบรนด์ใด (ไม่จำเป็นต้องเป็นผลิตภัณฑ์ขนมขบเคี้ยว) เพราะอะไร ขอเหตุผลสั้นๆ",คุณรู้จักหรือเคยทาน Calvora เอบินาริ (Ebisen) หรือไม่,คุณเคยทาน เอบินาริ รสชาติไหนบ้าง,เลือกทาน Calvora เอบินาริ เพราะอะไร,เชื่อหรือไม่ว่า Calvora เอบินาริ ทำมาจากกุ้งแท้ๆ ?,จากข้อก่อนหน้า เชื่อหรือไม่เชื่อ เพราะอะไร?,ถ้าออกรสชาติใหม่จะลองไหม,รสชาติไหนที่อยากให้มีเพิ่ม,ทำไมถึงยังไม่เคยทาน,เชื่อหรือไม่ว่า Calvora เอบินาริ ทำมาจากกุ้งแท้ๆ ? 2,จากข้อก่อนหน้า เชื่อหรือไม่เชื่อ เพราะอะไร? 2,ถ้าเอบินาริมีรสชาติที่เข้มข้นขึ้น คุณจะชอบ/อยากลองกินมั้ย,ถ้าเอบินาริมี 'รสชาติที่เข้มข้นขึ้น' คุณคิดว่าจะเป็นรสชาติอย่างไร,ทำไมคุณถึงชอบ 'รสชาติที่เข้มข้น',แล้วรสชาติที่ เข้มข้น แบบนี้คุณคิดว่าเหมาะกับการกินในช่วงเวลาไหน หรือ กินคู่กับอะไร?,ขอเหตุผลหน่อย ทำไมถึงไม่อยากลอง?,อายุของคุณ,เพศของคุณ
12/1/2024 11:24:43,เคย,วัวโดนบี้,H,"คาลโวร่า, เอบินาริ, เอบินาริ X, ฮานาโร, แบ็กซ์, พัฟโมริ, บิบิป๊อป, สแน็คแบ๊ค","คาลโวร่า, ฮานาโร, แบ็กซ์, พัฟโมริ, บิบิป๊อป, สแน็คแบ๊ค",มีผลมาก,มีผลมาก,มีผลมาก,มีผลมาก,ปานกลาง,ตอนดูอนิเมะ,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ไม่ใช่,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,"ใช้วัตถุดิบจากธรรมชาติ (Use natural ingredients), ทำจากเนื้อสัตว์แท้ (From real meat), มีรสชาติอร่อย (Tasty), มีคุณภาพดี (Good quality)",ไม่รู้,เก็บเกี่ยวพลังแห่งธรรมชาติ,4,"แหล่งที่มาของวัตถุดิบ, การรับรองจากหน่วยงานด้านอาหาร, การรับรองมาตรฐานการผลิตจากญี่ปุ่น, เป็นผลิตภัณฑ์นำเข้าจากญี่ปุ่น",เลย์ เพราะ อร่อย,รู้จัก และเคยทาน,"Original, Extra BBQ",อร่อย,เชื่อ,น่าจะมาจากธรรมชาติ,ลอง,รสกุ้งมังกรสไปซี่,,,,ชอบรสเข้มข้น อยากลอง,รส Extraaaaa BBQ,เพราะมันจัดจ้าน,กินก่อนนอน คู่กับโค๊ก,,20-29ปี,ชาย
12/1/2024 12:37:15,เคย,ฮานาโร,"H, J, K, N, O, P, Q","คาลโวร่า, ฮานาโร, แบ็กซ์, พัฟโมริ, Jomona, สแน็คแบ๊ค, Veggie Snap","ฮานาโร, แบ็กซ์, พัฟโมริ, Jomona, สแน็คแบ๊ค",มีผลมากที่สุด,มีผลมากที่สุด,มีผลมาก,มีผลมากที่สุด,มีผลมากที่สุด,ช่วงบ่ายก่อนอาหารเย็น,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,"มีรสชาติอร่อย (Tasty), มีคุณภาพดี (Good quality), เป็นแบรนด์ญี่ปุ่น (Japan brand)",ไม่รู้,เก็บเกี่ยวสารอาหารจากธรรมชาติ,3,"แหล่งที่มาของวัตถุดิบ, ข้อมูลเกี่ยวกับกระบวนการผลิต, การรับรองจากหน่วยงานด้านอาหาร, การรับรองมาตรฐานการผลิตจากญี่ปุ่น",Blue diamond,รู้จัก แต่ไม่เคยทาน,,,,,,,ไม่ค่อยทานขนมขบเคี้ยว,เชื่อ,ยี่ห้อ,ชอบรสเข้มข้น อยากลอง,รสกุ้งชัดขึ้น,อร่อย,คู่กับเครื่องดื่ม,,30-39ปี,ชาย
12/1/2024 12:39:03,เคย,ข้างเกรียบกุ้ง,K,"คาลโวร่า, เอบินาริ, เอบินาริ X, ฮานาโร, แบ็กซ์, พัฟโมริ, สแน็คแบ๊ค, Veggie Snap","คาลโวร่า, เอบินาริ, เอบินาริ X, ฮานาโร, พัฟโมริ, Jomona, สแน็คแบ๊ค",มีผลมาก,มีผลมากที่สุด,ปานกลาง,มีผลมากที่สุด,มีผลมาก,ดูหนัง,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,"มีรสชาติอร่อย (Tasty), เป็นแบรนด์ญี่ปุ่น (Japan brand)",ไม่รู้,อร่อยจากวัตถุดิบธรรมชาติ แบบไม่ปรุงแต่ง,3,การรับรองมาตรฐานการผลิตจากญี่ปุ่น,Yoguruto (เพราะสุขภาพ),รู้จัก และเคยทาน,Original,ลอง,เชื่อ,0.000001% ก็นับแหล่ะปกติของการตลาด,ลอง,ทรัฟเฟิล,,,,ไม่อยากลอง,,,,ถ้าจัดไปไม่อร่อย,30-39ปี,ชาย
12/1/2024 13:17:20,เคย,ขนม,H,"คาลโวร่า, ฮานาโร, แบ็กซ์, พัฟโมริ, สแน็คแบ๊ค","คาลโวร่า, ฮานาโร, แบ็กซ์, พัฟโมริ, สแน็คแบ๊ค",มีผลมาก,มีผลมาก,ปานกลาง,มีผลมาก,ไม่มีผล,ตอนอยากทาน,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,เป็นแบรนด์ญี่ปุ่น (Japan brand),ไม่รู้,ผลิตภัณฑ์ที่ทำมาจากธรรมชาติ,4,เป็นผลิตภัณฑ์นำเข้าจากญี่ปุ่น,Innisfree เพราะภาพลักษณ์ของแบรนด์มีการแสดงถึงการนำเอาธรรมชาติมาใช้อย่างชัดเจน,รู้จัก และเคยทาน,Original,ทานของเพื่อน,เชื่อ,ภาพลักษณ์สื่อออกไปว่าน่าจะใช่,ไม่ลอง,ไม่แน่ใจ,,,,ชอบรสเข้มข้น อยากลอง,มีความเค็มขึ้น,รู้สึกว่ากินแล้วได้อรรถรส,กินช่วงสังสรรค์ กินเป็นอาหารว่างพร้อมเครื่องดื่ม,,30-39ปี,หญิง
12/1/2024 13:22:54,เคย,ขนมคาลโวร่าถุงสีแดง + potato corner ของญี่ปุ่น,"H, K, P, Q","คาลโวร่า, เอบินาริ, ฮานาโร, แบ็กซ์, พัฟโมริ, สแน็คแบ๊ค","คาลโวร่า, ฮานาโร, แบ็กซ์, พัฟโมริ",ปานกลาง,มีผลมากที่สุด,ไม่มีผล,มีผลมากที่สุด,ไม่มีผล,มื้อว่าง /หลังอาหารเย็น,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,มีรสชาติอร่อย (Tasty),ไม่รู้,-,4,"แหล่งที่มาของวัตถุดิบ, การรับรองมาตรฐานการผลิตจากญี่ปุ่น",อายิโนโมโตะ ผลิตจากวัตถุดิบที่เป็นธรรมชาติ (สโลแกน),รู้จัก แต่ไม่เคยทาน,,,,,,,ไม่ค่อยได้ลองอะไรใหม่ๆ,เชื่อ,ก็ถ้าเคลมอย่างนั้นก็เชื่อ,ไม่อยากลอง,,,,ถ้ามีเพื่อนกิน อาจจะอยากลอง แต่ถ้าให้เดินไปซื้อเอง อาจจะไม่,30-39ปี,หญิง
12/1/2024 13:28:39,เคย,ขนม,"H, K, L","คาลโวร่า, ฮานาโร, แบ็กซ์, พัฟโมริ, บิบิป๊อป, สแน็คแบ๊ค","คาลโวร่า, ฮานาโร, แบ็กซ์, พัฟโมริ, บิบิป๊อป, สแน็คแบ๊ค",มีผลมาก,มีผลมากที่สุด,ปานกลาง,มีผลมาก,มีผลมากที่สุด,กลางวัน,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,ไม่ใช่,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,ไม่ใช่,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,"มีรสชาติอร่อย (Tasty), มีคุณภาพดี (Good quality), เป็นแบรนด์ญี่ปุ่น (Japan brand)",ไม่รู้,เก็บเกี่ยวจากธรรมชาติ,3,"แหล่งที่มาของวัตถุดิบ, เห็นขั้นตอนของการเก็บเกี่ยววัตถุดิบ, ข้อมูลเกี่ยวกับกระบวนการผลิต, การรับรองจากหน่วยงานด้านอาหาร, การรับรองมาตรฐานการผลิตจากญี่ปุ่น, เป็นผลิตภัณฑ์นำเข้าจากญี่ปุ่น",Plantae เพราะชื่อสื่อชัดเจน และวัตถุดิบก็มาจากธรรมชาติ เกี่ยวกับสุขภาพชัดเจน,รู้จัก และเคยทาน,Original,อยากลอง,ไม่เชื่อ,คิดว่าแต่งกลิ่น,ลอง,ชีส,,,,ชอบรสเข้มข้น อยากลอง,มีความเข้มข้น ถึงเครื่องกลิ่นชัด แต่รสยังคงกลมกล่อม ไม่เค็มโดด,อร่อยกว่าจืดๆ,กินได้ทุกช่วง กินคู่กับเบียร์,,20-29ปี,หญิง
12/1/2024 13:47:22,เคย,แบ็กซ์,"H, K, O","ฮานาโร, แบ็กซ์","ฮานาโร, แบ็กซ์, พัฟโมริ, บิบิป๊อป, สแน็คแบ๊ค",มีผลมากที่สุด,มีผลมากที่สุด,มีผลมากที่สุด,มีผลมากที่สุด,มีผลมาก,ทำงาน,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,"ใช้วัตถุดิบจากธรรมชาติ (Use natural ingredients), ทำจากเนื้อสัตว์แท้ (From real meat), มีรสชาติอร่อย (Tasty), มีคุณภาพดี (Good quality), เพื่อสุขภาพที่ดี (For healthy lifestyles), เป็นแบรนด์ญี่ปุ่น (Japan brand)",ไม่รู้,มาจากฟาร์มแบบธรรมชาติแท้,5,"แหล่งที่มาของวัตถุดิบ, เห็นขั้นตอนของการเก็บเกี่ยววัตถุดิบ, ข้อมูลเกี่ยวกับกระบวนการผลิต, การรับรองจากหน่วยงานด้านอาหาร, การรับรองมาตรฐานการผลิตจากญี่ปุ่น, เป็นผลิตภัณฑ์นำเข้าจากญี่ปุ่น",โครงการหลวง,รู้จัก และเคยทาน,Original,ลอง,ไม่เชื่อ,ขนมคือแป้ง,ลอง,ลาบ,,,,ชอบรสเข้มข้น อยากลอง,ผงเยอะๆ,ชอบผงชูรส เค็ม,เบียร์,,20-29ปี,หญิง
12/1/2024 14:24:23,เคย,ขนมกลิ่นทะเล กรอบๆ,K,"คาลโวร่า, ฮานาโร","คาลโวร่า, ฮานาโร",มีผลมากที่สุด,มีผลมากที่สุด,มีผลมาก,มีผลมากที่สุด,มีผลมากที่สุด,ตอนโหย,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,มีรสชาติอร่อย (Tasty),ไม่รู้,ออแกนนิก,1,"แหล่งที่มาของวัตถุดิบ, ข้อมูลเกี่ยวกับกระบวนการผลิต, การรับรองมาตรฐานการผลิตจากญี่ปุ่น, เป็นผลิตภัณฑ์นำเข้าจากญี่ปุ่น",Whole food,รู้จัก และเคยทาน,Original,เค็มกว่า,ไม่เชื่อ,ผงกุ้ง,ไม่ลอง,-,,,,ไม่อยากลอง,,,,เค็มอยู่แล้ว,20-29ปี,หญิง
12/1/2024 14:36:13,เคย,แบ๊กซ์,"H, L","คาลโวร่า, ฮานาโร, แบ็กซ์, พัฟโมริ, บิบิป๊อป, สแน็คแบ๊ค","ฮานาโร, แบ็กซ์, บิบิป๊อป, สแน็คแบ๊ค",มีผลมากที่สุด,มีผลมากที่สุด,มีผลมาก,มีผลมาก,ไม่มีผล,ทำงาน,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ไม่ใช่,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,ใช้วัตถุดิบจากธรรมชาติ (Use natural ingredients),ไม่รู้,สุจภาพดี,4,แหล่งที่มาของวัตถุดิบ,,รู้จัก และเคยทาน,Original,ทดลอง,เชื่อ,รสชาต,ลอง,กล้วย,,,,ชอบรสเข้มข้น อยากลอง,อร่อย,อร่อย,ทำงาน กับเบียร์,,20-29ปี,หญิง
12/1/2024 14:47:37,เคย,ขนม,"I, K","คาลโวร่า, ฮานาโร, แบ็กซ์, พัฟโมริ, Jomona, บิบิป๊อป, สแน็คแบ๊ค, Veggie Snap","คาลโวร่า, ฮานาโร, แบ็กซ์, พัฟโมริ, Jomona, บิบิป๊อป, สแน็คแบ๊ค, Veggie Snap",ปานกลาง,มีผลมากที่สุด,ปานกลาง,มีผลมาก,มีผลมาก,กินเล่น,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,เป็นแบรนด์ญี่ปุ่น (Japan brand),ไม่รู้,เกบผลผลิตจากธรรมชาติ,1,"การรับรองจากหน่วยงานด้านอาหาร, เป็นผลิตภัณฑ์นำเข้าจากญี่ปุ่น",อะยิโนโมโตะ เพราะ tagline,รู้จัก แต่ไม่เคยทาน,,,,,,,ไม่มีโอกาสได้ลอง,ไม่เชื่อ,น่าจะเป็นรสชาติเฉยๆ,ไม่อยากลอง,,,,รู้สึกเฉยๆ เข้มข้นขึ้นอาจจะเป็นผงปรุงรส น่าจะเพิ่มโซเดียม,20-29ปี,LGBTQ+
12/1/2024 15:10:20,เคย,Snacks,K,"คาลโวร่า, ฮานาโร, แบ็กซ์, พัฟโมริ, สแน็คแบ๊ค","คาลโวร่า, ฮานาโร, แบ็กซ์, พัฟโมริ, สแน็คแบ๊ค",มีผลมาก,มีผลมากที่สุด,มีผลมาก,มีผลมาก,ปานกลาง,ตอนบ่าย,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,มีรสชาติอร่อย (Tasty),ไม่รู้,วัตถุดิบส่วนใหญ่มาจากธรรมชาติ,3,"การรับรองจากหน่วยงานด้านอาหาร, การรับรองมาตรฐานการผลิตจากญี่ปุ่น",,รู้จัก แต่ไม่เคยทาน,,,,,,,ชินกับแบบเดิม,ไม่เชื่อ,ส่วนผสมที่อาจเติมแต่งหรือทดแทน,ชอบรสเข้มข้น อยากลอง,อร่อย,รสจัด อร่อยกว่าจืด,"ช่วง relax , chill หรือระหว่างทำงาน",,30-39ปี,หญิง
12/1/2024 16:08:27,เคย,ขนมขบเคี้ยว,"H, N, O","คาลโวร่า, ฮานาโร, แบ็กซ์, พัฟโมริ, บิบิป๊อป, สแน็คแบ๊ค","คาลโวร่า, ฮานาโร, แบ็กซ์, พัฟโมริ, บิบิป๊อป, สแน็คแบ๊ค",มีผลมากที่สุด,มีผลมากที่สุด,มีผลมากที่สุด,มีผลมากที่สุด,มีผลมากที่สุด,ดูหนัง,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,ไม่ใช่,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,ไม่ใช่,"ใช้วัตถุดิบจากธรรมชาติ (Use natural ingredients), มีรสชาติอร่อย (Tasty), เป็นแบรนด์ญี่ปุ่น (Japan brand)",ไม่รู้,เก็บเกี่ยวจากธรรมชาติ,3,"การรับรองมาตรฐานการผลิตจากญี่ปุ่น, เป็นผลิตภัณฑ์นำเข้าจากญี่ปุ่น",ซันไบร์ท มีวัตถุดิบและสีที่สื่อถึงว่ามาจากธรรมชาติ ดูรักสุขภาพ,ไม่รู้จักเลย,,,,,,,,,,,,,,,20-29ปี,หญิง
12/1/2024 16:09:54,เคย,ข้าวเกรียบกุ้ง,"H, I, J, K, Q","คาลโวร่า, เอบินาริ, ฮานาโร, แบ็กซ์, พัฟโมริ, Jomona, บิบิป๊อป, สแน็คแบ๊ค, Veggie Snap, ฟรูทร่า","คาลโวร่า, ฮานาโร, แบ็กซ์, พัฟโมริ, Jomona, บิบิป๊อป, สแน็คแบ๊ค, Veggie Snap, ฟรูทร่า",มีผลมากที่สุด,มีผลมากที่สุด,ปานกลาง,ปานกลาง,มีผลมากที่สุด,ดูหนัง,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,ใช่ เป็นของ Calvora,ไม่ใช่,ไม่ใช่,ใช่ เป็นของ Calvora,ไม่ใช่,"ใช้วัตถุดิบจากธรรมชาติ (Use natural ingredients), มีรสชาติอร่อย (Tasty), มีคุณภาพดี (Good quality), เป็นแบรนด์ญี่ปุ่น (Japan brand)",รู้,อะไรเกี่ยวกับธรรมชาติ,5,"แหล่งที่มาของวัตถุดิบ, เห็นขั้นตอนของการเก็บเกี่ยววัตถุดิบ, ข้อมูลเกี่ยวกับกระบวนการผลิต, การรับรองจากหน่วยงานด้านอาหาร, การรับรองมาตรฐานการผลิตจากญี่ปุ่น, เป็นผลิตภัณฑ์นำเข้าจากญี่ปุ่น","ซันไบรท์ , soganics",รู้จัก แต่ไม่เคยทาน,,,,,,,ยังไม่ดึงดูด คิดว่าเหมือนกับอันเก่าๆ,ไม่เชื่อ,ไม่เชื่อ,ชอบรสเข้มข้น อยากลอง,กุ้งชัดๆ,แซ่บ,ดูNetflix คนเดียวในห้องเพราะกลิ่นน่าจะแรง กับ เลม่อนโซดา,,20-29ปี,หญิง
